Tempo	Pressione
0,6320	0,02310
0,6340	0,02310
0,6360	0,02310
0,6380	0,02310
0,6400	0,02310
0,6420	0,02310
0,6440	0,02310
0,6460	0,02310
0,6480	0,02310
0,6500	0,02310
0,6520	0,02310
0,6540	0,02310
0,6560	0,02310
0,6580	0,02310
0,6600	0,02310
0,6620	0,02310
0,6640	0,02310
0,6660	0,02310
0,6680	0,02310
0,6700	0,02310
0,6720	0,02310
0,6740	0,02310
0,6760	0,02310
0,6780	0,02310
0,6800	0,02310
0,6820	0,02310
0,6840	0,02310
0,6860	0,02310
0,6880	0,02310
0,6900	0,02310
0,6920	0,02310
0,6940	0,02310
0,6960	0,02310
0,6980	0,02310
0,7000	0,02310
0,7020	0,02310
0,7040	0,02310
0,7060	0,02310
0,7080	0,02310
0,7100	0,02310
0,7120	0,02310
0,7140	0,02310
0,7160	0,02310
0,7180	0,02310
0,7200	0,02310
0,7220	0,02310
0,7240	0,02310
0,7260	0,02310
0,7280	0,02310
0,7300	0,02310
0,7320	0,02310
0,7340	0,02310
0,7360	0,02310
0,7380	0,02310
0,7400	0,02310
0,7420	0,02310
0,7440	0,02310
0,7460	0,02310
0,7480	0,02310
0,7500	0,02310
0,7520	0,02310
0,7540	0,02310
0,7560	0,02310
0,7580	0,02310
0,7600	0,02310
0,7620	0,02310
0,7640	0,02310
0,7660	0,02310
0,7680	0,02310
0,7700	0,02310
0,7720	0,02310
0,7740	0,02310
0,7760	0,02310
0,7780	0,02310
0,7800	0,02310
0,7820	0,02310
0,7840	0,02310
0,7860	0,02310
0,7880	0,02310
0,7900	0,02310
0,7920	0,02310
0,7940	0,02310
0,7960	0,02310
0,7980	0,02310
0,8000	0,02310
0,8020	0,02310
0,8040	0,02310
0,8060	0,02310
0,8080	0,02310
0,8100	0,02310
0,8120	0,02310
0,8140	0,02310
0,8160	0,02310
0,8180	0,02310
0,8200	0,02310
0,8220	0,02310
0,8240	0,02310
0,8260	0,02310
0,8280	0,02310
0,8300	0,02310
0,8320	0,02310
0,8340	0,02310
0,8360	0,02310
0,8380	0,02310
0,8400	0,02310
0,8420	0,02310
0,8440	0,02310
0,8460	0,02310
0,8480	0,02310
0,8500	0,02310
0,8520	0,02310
0,8540	0,02310
0,8560	0,02310
0,8580	0,02310
0,8600	0,02310
0,8620	0,02310
0,8640	0,02310
0,8660	0,02310
0,8680	0,02310
0,8700	0,01822
0,8720	0,02310
0,8740	0,02310
0,8760	0,02310
0,8780	0,02310
0,8800	0,02310
0,8820	0,02310
0,8840	0,02310
0,8860	0,02310
0,8880	0,02310
0,8900	0,02310
0,8920	0,02310
0,8940	0,02310
0,8960	0,02310
0,8980	0,02310
0,9000	0,02310
0,9020	0,02310
0,9040	0,02310
0,9060	0,02310
0,9080	0,02310
0,9100	0,02310
0,9120	0,02310
0,9140	0,02310
0,9160	0,02310
0,9180	0,02310
0,9200	0,02310
0,9220	0,02310
0,9240	0,02310
0,9260	0,02310
0,9280	0,02310
0,9300	0,02310
0,9320	0,02310
0,9340	0,02310
0,9360	0,02310
0,9380	0,02310
0,9400	0,02310
0,9420	0,02310
0,9440	0,02310
0,9460	0,02310
0,9480	0,02310
0,9500	0,02310
0,9520	0,01334
0,9540	0,02310
0,9560	0,02310
0,9580	0,02310
0,9600	0,02310
0,9620	0,02310
0,9640	0,02310
0,9660	0,02310
0,9680	0,02310
0,9700	0,02310
0,9720	0,02310
0,9740	0,02310
0,9760	0,02310
0,9780	0,02310
0,9800	0,02310
0,9820	0,02310
0,9840	0,02310
0,9860	0,02310
0,9880	0,02310
0,9900	0,02310
0,9920	0,02310
0,9940	0,02310
0,9960	0,02310
0,9980	0,02310
1,0000	0,02310
1,0020	0,02310
1,0040	0,02310
1,0060	0,02310
1,0080	0,02310
1,0100	0,02310
1,0120	0,02310
1,0140	0,02310
1,0160	0,02310
1,0180	0,02310
1,0200	0,02310
1,0220	0,02310
1,0240	0,02310
1,0260	0,02310
1,0280	0,02310
1,0300	0,02310
1,0320	0,02310
1,0340	0,02310
1,0360	0,02310
1,0380	0,02310
1,0400	0,02310
1,0420	0,02310
1,0440	0,02310
1,0460	0,02310
1,0480	0,02310
1,0500	0,02310
1,0520	0,02310
1,0540	0,02310
1,0560	0,02310
1,0580	0,02310
1,0600	0,02310
1,0620	0,02310
1,0640	0,02310
1,0660	0,02310
1,0680	0,02310
1,0700	0,02310
1,0720	0,02310
1,0740	0,02310
1,0760	0,02310
1,0780	0,02310
1,0800	0,02310
1,0820	0,02310
1,0840	0,02310
1,0860	0,02310
1,0880	0,02310
1,0900	0,02310
1,0920	0,02310
1,0940	0,02310
1,0960	0,02310
1,0980	0,02310
1,1000	0,02310
1,1020	0,02310
1,1040	0,02310
1,1060	0,02310
1,1080	0,02310
1,1100	0,02310
1,1120	0,02310
1,1140	0,02310
1,1160	0,01334
1,1180	0,02310
1,1200	0,02310
1,1220	0,02310
1,1240	0,02310
1,1260	0,02310
1,1280	0,02310
1,1300	0,02310
1,1320	0,02310
1,1340	0,02310
1,1360	0,02310
1,1380	0,02310
1,1400	0,02310
1,1420	0,02310
1,1440	0,02310
1,1460	0,02310
1,1480	0,02310
1,1500	0,02310
1,1520	0,02310
1,1540	0,02310
1,1560	0,02310
1,1580	0,02310
1,1600	0,02310
1,1620	0,02310
1,1640	0,02310
1,1660	0,02310
1,1680	0,02310
1,1700	0,02310
1,1720	0,02310
1,1740	0,02310
1,1760	0,02310
1,1780	0,02310
1,1800	0,02310
1,1820	0,02310
1,1840	0,02310
1,1860	0,02310
1,1880	0,02310
1,1900	0,02310
1,1920	0,02310
1,1940	0,02310
1,1960	0,02310
1,1980	0,02310
1,2000	0,02310
1,2020	0,02310
1,2040	0,02310
1,2060	0,02310
1,2080	0,02310
1,2100	0,02310
1,2120	0,02310
1,2140	0,02310
1,2160	0,02310
1,2180	0,02310
1,2200	0,02310
1,2220	0,01334
1,2240	0,02310
1,2260	0,02310
1,2280	0,02310
1,2300	0,02310
1,2320	0,02310
1,2340	0,02310
1,2360	0,02310
1,2380	0,02310
1,2400	0,01334
1,2420	0,02310
1,2440	0,02310
1,2460	0,02310
1,2480	0,02310
1,2500	0,02310
1,2520	0,02310
1,2540	0,02310
1,2560	0,02310
1,2580	0,02310
1,2600	0,02310
1,2620	0,02310
1,2640	0,02310
1,2660	0,02310
1,2680	0,02310
1,2700	0,02310
1,2720	0,02310
1,2740	0,02310
1,2760	0,02310
1,2780	0,02310
1,2800	0,01334
1,2820	0,02310
1,2840	0,02310
1,2860	0,02310
1,2880	0,02310
1,2900	0,02310
1,2920	0,01822
1,2940	0,02310
1,2960	0,02310
1,2980	0,02310
1,3000	0,02310
1,3020	0,02310
1,3040	0,02310
1,3060	0,02310
1,3080	0,02310
1,3100	0,02310
1,3120	0,02310
1,3140	0,02310
1,3160	0,02310
1,3180	0,02310
1,3200	0,02310
1,3220	0,02310
1,3240	0,02310
1,3260	0,02310
1,3280	0,02310
1,3300	0,02310
1,3320	0,02310
1,3340	0,02310
1,3360	0,02310
1,3380	0,02310
1,3400	0,02310
1,3420	0,02310
1,3440	0,02310
1,3460	0,02310
1,3480	0,02310
1,3500	0,02310
1,3520	0,02310
1,3540	0,02310
1,3560	0,02310
1,3580	0,02310
1,3600	0,02310
1,3620	0,02310
1,3640	0,02310
1,3660	0,02310
1,3680	0,02310
1,3700	0,02310
1,3720	0,02310
1,3740	0,02310
1,3760	0,02310
1,3780	0,02310
1,3800	0,02310
1,3820	0,02310
1,3840	0,02310
1,3860	0,02310
1,3880	0,02310
1,3900	0,02310
1,3920	0,02310
1,3940	0,02310
1,3960	0,02310
1,3980	0,02310
1,4000	0,02310
1,4020	0,02310
1,4040	0,02310
1,4060	0,01822
1,4080	0,02310
1,4100	0,02310
1,4120	0,01334
1,4140	0,02310
1,4160	0,02310
1,4180	0,02310
1,4200	0,02310
1,4220	0,02310
1,4240	0,02310
1,4260	0,02310
1,4280	0,02310
1,4300	0,02310
1,4320	0,02310
1,4340	0,02310
1,4360	0,02310
1,4380	0,02310
1,4400	0,02310
1,4420	0,02310
1,4440	0,02310
1,4460	0,02310
1,4480	0,02310
1,4500	0,01334
1,4520	0,02310
1,4540	0,02310
1,4560	0,02310
1,4580	0,02310
1,4600	0,02310
1,4620	0,02310
1,4640	0,02310
1,4660	0,02310
1,4680	0,02310
1,4700	0,02310
1,4720	0,02310
1,4740	0,02310
1,4760	0,02310
1,4780	0,02310
1,4800	0,02310
1,4820	0,02310
1,4840	0,02310
1,4860	0,02310
1,4880	0,02310
1,4900	0,02310
1,4920	0,02310
1,4940	0,02310
1,4960	0,02310
1,4980	0,02310
1,5000	0,02310
1,5020	0,02310
1,5040	0,02310
1,5060	0,02310
1,5080	0,02310
1,5100	0,02310
1,5120	0,02310
1,5140	0,02310
1,5160	0,02310
1,5180	0,02310
1,5200	0,02310
1,5220	0,02310
1,5240	0,02310
1,5260	0,02310
1,5280	0,02310
1,5300	0,02310
1,5320	0,02310
1,5340	0,02310
1,5360	0,02310
1,5380	0,02310
1,5400	0,02310
1,5420	0,02310
1,5440	0,01822
1,5460	0,02310
1,5480	0,02310
1,5500	0,02310
1,5520	0,02310
1,5540	0,02310
1,5560	0,02310
1,5580	0,02310
1,5600	0,02310
1,5620	0,02310
1,5640	0,02310
1,5660	0,02310
1,5680	0,02310
1,5700	0,02310
1,5720	0,02310
1,5740	0,02310
1,5760	0,02310
1,5780	0,02310
1,5800	0,02310
1,5820	0,02310
1,5840	0,02310
1,5860	0,02310
1,5880	0,02310
1,5900	0,02310
1,5920	0,02310
1,5940	0,02310
1,5960	0,02310
1,5980	0,02310
1,6000	0,02310
1,6020	0,02310
1,6040	0,02310
1,6060	0,02310
1,6080	0,02310
1,6100	0,02310
1,6120	0,02310
1,6140	0,02310
1,6160	0,02310
1,6180	0,02310
1,6200	0,01822
1,6220	0,02310
1,6240	0,02310
1,6260	0,02310
1,6280	0,02310
1,6300	0,02310
1,6320	0,02310
1,6340	0,02310
1,6360	0,02310
1,6380	0,02310
1,6400	0,02310
1,6420	0,02310
1,6440	0,02310
1,6460	0,02310
1,6480	0,02310
1,6500	0,02310
1,6520	0,02310
1,6540	0,02310
1,6560	0,02310
1,6580	0,02310
1,6600	0,02310
1,6620	0,02310
1,6640	0,02310
1,6660	0,02310
1,6680	0,02310
1,6700	0,02310
1,6720	0,02310
1,6740	0,02310
1,6760	0,02310
1,6780	0,02310
1,6800	0,01822
1,6820	0,02310
1,6840	0,02310
1,6860	0,02310
1,6880	0,02310
1,6900	0,02310
1,6920	0,02310
1,6940	0,02310
1,6960	0,02310
1,6980	0,02310
1,7000	0,02310
1,7020	0,02310
1,7040	0,02310
1,7060	0,02310
1,7080	0,02310
1,7100	0,02310
1,7120	0,02310
1,7140	0,02310
1,7160	0,02310
1,7180	0,02310
1,7200	0,02310
1,7220	0,02310
1,7240	0,02310
1,7260	0,02310
1,7280	0,02310
1,7300	0,02310
1,7320	0,02310
1,7340	0,02310
1,7360	0,02310
1,7380	0,02310
1,7400	0,02310
1,7420	0,02310
1,7440	0,02310
1,7460	0,02310
1,7480	0,02310
1,7500	0,02310
1,7520	0,02310
1,7540	0,02310
1,7560	0,02310
1,7580	0,02310
1,7600	0,02310
1,7620	0,02310
1,7640	0,02310
1,7660	0,02310
1,7680	0,02310
1,7700	0,02310
1,7720	0,02310
1,7740	0,02310
1,7760	0,02310
1,7780	0,02310
1,7800	0,02310
1,7820	0,02310
1,7840	0,02310
1,7860	0,02310
1,7880	0,02310
1,7900	0,02310
1,7920	0,02310
1,7940	0,02310
1,7960	0,02310
1,7980	0,02310
1,8000	0,02310
1,8020	0,02310
1,8040	0,02310
1,8060	0,02310
1,8080	0,02310
1,8100	0,02310
1,8120	0,02310
1,8140	0,02310
1,8160	0,02310
1,8180	0,02310
1,8200	0,02310
1,8220	0,02310
1,8240	0,02310
1,8260	0,02310
1,8280	0,02310
1,8300	0,02310
1,8320	0,02310
1,8340	0,02310
1,8360	0,02310
1,8380	0,02310
1,8400	0,02310
1,8420	0,02310
1,8440	0,02310
1,8460	0,02310
1,8480	0,02310
1,8500	0,02310
1,8520	0,02310
1,8540	0,02310
1,8560	0,02310
1,8580	0,02310
1,8600	0,02310
1,8620	0,02310
1,8640	0,02310
1,8660	0,02310
1,8680	0,02310
1,8700	0,02310
1,8720	0,02310
1,8740	0,02310
1,8760	0,02310
1,8780	0,02310
1,8800	0,02310
1,8820	0,02310
1,8840	0,02310
1,8860	0,02310
1,8880	0,02310
1,8900	0,02310
1,8920	0,02310
1,8940	0,02310
1,8960	0,01334
1,8980	0,02310
1,9000	0,02310
1,9020	0,02310
1,9040	0,02310
1,9060	0,02310
1,9080	0,02310
1,9100	0,02310
1,9120	0,02310
1,9140	0,02310
1,9160	0,02310
1,9180	0,02310
1,9200	0,02310
1,9220	0,02310
1,9240	0,02310
1,9260	0,02310
1,9280	0,02310
1,9300	0,02310
1,9320	0,02310
1,9340	0,02310
1,9360	0,01334
1,9380	0,02310
1,9400	0,02310
1,9420	0,02310
1,9440	0,02310
1,9460	0,02310
1,9480	0,02310
1,9500	0,02310
1,9520	0,02310
1,9540	0,02310
1,9560	0,02310
1,9580	0,02310
1,9600	0,02310
1,9620	0,02310
1,9640	0,02310
1,9660	0,02310
1,9680	0,02310
1,9700	0,02310
1,9720	0,02310
1,9740	0,02310
1,9760	0,02310
1,9780	0,02310
1,9800	0,02310
1,9820	0,02310
1,9840	0,02310
1,9860	0,02310
1,9880	0,02310
1,9900	0,02310
1,9920	0,02310
1,9940	0,02310
1,9960	0,02310
1,9980	0,02310
2,0000	0,02310
2,0020	0,02310
2,0040	0,02310
2,0060	0,02310
2,0080	0,02310
2,0100	0,02310
2,0120	0,02310
2,0140	0,02310
2,0160	0,02310
2,0180	0,02310
2,0200	0,02310
2,0220	0,02310
2,0240	0,02310
2,0260	0,02310
2,0280	0,02310
2,0300	0,02310
2,0320	0,02310
2,0340	0,02310
2,0360	0,02310
2,0380	0,02310
2,0400	0,02310
2,0420	0,02310
2,0440	0,02310
2,0460	0,02310
2,0480	0,02310
2,0500	0,02310
2,0520	0,02310
2,0540	0,02310
2,0560	0,02310
2,0580	0,02310
2,0600	0,02310
2,0620	0,02310
2,0640	0,02310
2,0660	0,02310
2,0680	0,02310
2,0700	0,02310
2,0720	0,02310
2,0740	0,02310
2,0760	0,02310
2,0780	0,02310
2,0800	0,02310
2,0820	0,02310
2,0840	0,02310
2,0860	0,02310
2,0880	0,02310
2,0900	0,02310
2,0920	0,01334
2,0940	0,02310
2,0960	0,02310
2,0980	0,02310
2,1000	0,02310
2,1020	0,02310
2,1040	0,02310
2,1060	0,02310
2,1080	0,02310
2,1100	0,02310
2,1120	0,02310
2,1140	0,02310
2,1160	0,02310
2,1180	0,02310
2,1200	0,02310
2,1220	0,02310
2,1240	0,02310
2,1260	0,02310
2,1280	0,02310
2,1300	0,02310
2,1320	0,02310
2,1340	0,01334
2,1360	0,02310
2,1380	0,01334
2,1400	0,02310
2,1420	0,02310
2,1440	0,02310
2,1460	0,02310
2,1480	0,02310
2,1500	0,02310
2,1520	0,02310
2,1540	0,02310
2,1560	0,02310
2,1580	0,02310
2,1600	0,02310
2,1620	0,02310
2,1640	0,02310
2,1660	0,02310
2,1680	0,02310
2,1700	0,02310
2,1720	0,02310
2,1740	0,02310
2,1760	0,02310
2,1780	0,02310
2,1800	0,02310
2,1820	0,02310
2,1840	0,02310
2,1860	0,02310
2,1880	0,02310
2,1900	0,02310
2,1920	0,02310
2,1940	0,02310
2,1960	0,02310
2,1980	0,02310
2,2000	0,02310
2,2020	0,02310
2,2040	0,02310
2,2060	0,02310
2,2080	0,02310
2,2100	0,02310
2,2120	0,02310
2,2140	0,02310
2,2160	0,02310
2,2180	0,02310
2,2200	0,02310
2,2220	0,02310
2,2240	0,02310
2,2260	0,02310
2,2280	0,02310
2,2300	0,02310
2,2320	0,02310
2,2340	0,02310
2,2360	0,02310
2,2380	0,02310
2,2400	0,02310
2,2420	0,02310
2,2440	0,02310
2,2460	0,02310
2,2480	0,02310
2,2500	0,02310
2,2520	0,02310
2,2540	0,02310
2,2560	0,02310
2,2580	0,02310
2,2600	0,02310
2,2620	0,02310
2,2640	0,02310
2,2660	0,02310
2,2680	0,02310
2,2700	0,02310
2,2720	0,02310
2,2740	0,02310
2,2760	0,01334
2,2780	0,02310
2,2800	0,02310
2,2820	0,02310
2,2840	0,01334
2,2860	0,02310
2,2880	0,02310
2,2900	0,02310
2,2920	0,02310
2,2940	0,02310
2,2960	0,01334
2,2980	0,02310
2,3000	0,02310
2,3020	0,02310
2,3040	0,02310
2,3060	0,02310
2,3080	0,02310
2,3100	0,02310
2,3120	0,02310
2,3140	0,02310
2,3160	0,02310
2,3180	0,02310
2,3200	0,02310
2,3220	0,02310
2,3240	0,02310
2,3260	0,02310
2,3280	0,02310
2,3300	0,02310
2,3320	0,02310
2,3340	0,02310
2,3360	0,02310
2,3380	0,02310
2,3400	0,02310
2,3420	0,02310
2,3440	0,02310
2,3460	0,02310
2,3480	0,02310
2,3500	0,02310
2,3520	0,01822
2,3540	0,01334
2,3560	0,02310
2,3580	0,02310
2,3600	0,02310
2,3620	0,02310
2,3640	0,02310
2,3660	0,02310
2,3680	0,02310
2,3700	0,02310
2,3720	0,02310
2,3740	0,02310
2,3760	0,02310
2,3780	0,02310
2,3800	0,02310
2,3820	0,01822
2,3840	0,02310
2,3860	0,02310
2,3880	0,02310
2,3900	0,02310
2,3920	0,02310
2,3940	0,02310
2,3960	0,02310
2,3980	0,02310
2,4000	0,02310
2,4020	0,02310
2,4040	0,02310
2,4060	0,02310
2,4080	0,02310
2,4100	0,02310
2,4120	0,02310
2,4140	0,02310
2,4160	0,02310
2,4180	0,02310
2,4200	0,02310
2,4220	0,01334
2,4240	0,02310
2,4260	0,02310
2,4280	0,02310
2,4300	0,02310
2,4320	0,02310
2,4340	0,02310
2,4360	0,02310
2,4380	0,02310
2,4400	0,02310
2,4420	0,02310
2,4440	0,02310
2,4460	0,02310
2,4480	0,02310
2,4500	0,02310
2,4520	0,02310
2,4540	0,02310
2,4560	0,02310
2,4580	0,02310
2,4600	0,02310
2,4620	0,02310
2,4640	0,02310
2,4660	0,02310
2,4680	0,01334
2,4700	0,02310
2,4720	0,02310
2,4740	0,02310
2,4760	0,02310
2,4780	0,02310
2,4800	0,02310
2,4820	0,02310
2,4840	0,02310
2,4860	0,02310
2,4880	0,02310
2,4900	0,02310
2,4920	0,02310
2,4940	0,02310
2,4960	0,02310
2,4980	0,02310
2,5000	0,02310
2,5020	0,01334
2,5040	0,02310
2,5060	0,02310
2,5080	0,02310
2,5100	0,02310
2,5120	0,02310
2,5140	0,02310
2,5160	0,02310
2,5180	0,02310
2,5200	0,02310
2,5220	0,02310
2,5240	0,02310
2,5260	0,02310
2,5280	0,02310
2,5300	0,02310
2,5320	0,02310
2,5340	0,02310
2,5360	0,02310
2,5380	0,02310
2,5400	0,01822
2,5420	0,02310
2,5440	0,02310
2,5460	0,02310
2,5480	0,02310
2,5500	0,02310
2,5520	0,02310
2,5540	0,02310
2,5560	0,02310
2,5580	0,02310
2,5600	0,02310
2,5620	0,02310
2,5640	0,02310
2,5660	0,02310
2,5680	0,02310
2,5700	0,01334
2,5720	0,02310
2,5740	0,01822
2,5760	0,02310
2,5780	0,02310
2,5800	0,02310
2,5820	0,02310
2,5840	0,02310
2,5860	0,02310
2,5880	0,02310
2,5900	0,02310
2,5920	0,02310
2,5940	0,02310
2,5960	0,02310
2,5980	0,02310
2,6000	0,02310
2,6020	0,02310
2,6040	0,02310
2,6060	0,02310
2,6080	0,02310
2,6100	0,01822
2,6120	0,02310
2,6140	0,01822
2,6160	0,02310
2,6180	0,02310
2,6200	0,02310
2,6220	0,02310
2,6240	0,02310
2,6260	0,02310
2,6280	0,02310
2,6300	0,02310
2,6320	0,02310
2,6340	0,02310
2,6360	0,02310
2,6380	0,02310
2,6400	0,02310
2,6420	0,02310
2,6440	0,02310
2,6460	0,02310
2,6480	0,02310
2,6500	0,02310
2,6520	0,02310
2,6540	0,02310
2,6560	0,01822
2,6580	0,01334
2,6600	0,02310
2,6620	0,02310
2,6640	0,02310
2,6660	0,02310
2,6680	0,02310
2,6700	0,02310
2,6720	0,02310
2,6740	0,02310
2,6760	0,02310
2,6780	0,02310
2,6800	0,02310
2,6820	0,02310
2,6840	0,02310
2,6860	0,02310
2,6880	0,02310
2,6900	0,02310
2,6920	0,02310
2,6940	0,02310
2,6960	0,02310
2,6980	0,02310
2,7000	0,02310
2,7020	0,02310
2,7040	0,02310
2,7060	0,02310
2,7080	0,02310
2,7100	0,02310
2,7120	0,02310
2,7140	0,02310
2,7160	0,02310
2,7180	0,02310
2,7200	0,02310
2,7220	0,02310
2,7240	0,02310
2,7260	0,02310
2,7280	0,02310
2,7300	0,02310
2,7320	0,02310
2,7340	0,02310
2,7360	0,02310
2,7380	0,02310
2,7400	0,02310
2,7420	0,02310
2,7440	0,02310
2,7460	0,02310
2,7480	0,02310
2,7500	0,02310
2,7520	0,01822
2,7540	0,01334
2,7560	0,02310
2,7580	0,02310
2,7600	0,02310
2,7620	0,02310
2,7640	0,02310
2,7660	0,02310
2,7680	0,02310
2,7700	0,02310
2,7720	0,02310
2,7740	0,02310
2,7760	0,02310
2,7780	0,02310
2,7800	0,02310
2,7820	0,02310
2,7840	0,02310
2,7860	0,02310
2,7880	0,02310
2,7900	0,02310
2,7920	0,02310
